,price,rank,title,no_of_reviews,ratings,author,cover_type,year
386,8.55,89,Mindset: The New Psychology of Success,13911.00,4.6,Carol S. Dweck,Paperback,2013
387,19.59,90,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",2277.00,4.4,William Davis,Hardcover,2013
388,75.49,91,MyMathLab: Student Access Kit,4558.00,4.2,Hall H Pearson Education,Printed Access Code,2013
389,9.48,92,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24552.00,4.8,Valorie Schaefer,Paperback,2013
390,19.19,93,The Power of Habit: Why We Do What We Do in Life and Business,22727.00,4.7,Charles Duhigg,Hardcover,2013
391,16.39,94,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,7514.00,4.7,Naoki Higashida,Hardcover,2013
392,15.64,95,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",2349.00,4.5,Tom Rath,Hardcover,2013
393,9.87,96,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,463.00,4.3,Kaplan,Paperback,2013
394,16.25,97,The Longest Ride,13380.00,4.7,Nicholas Sparks,Hardcover,2013
395,15.59,98,Life Code: The New Rules for Winning in the Real World,3901.00,4.4,Phil McGraw,Hardcover,2013
396,12.8,99,The Lego Ideas Book: Unlock Your Imagination,9887.00,4.5,Daniel Lipkowitz,Hardcover,2013
397,19.81,100,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",13061.00,4.8,Robert Jordan,Hardcover,2013
398,15.37,1,StrengthsFinder 2.0,8180.00,4.1,Gallup,Hardcover,2014
399,5.98,2,Frozen (Little Golden Book),8215.00,4.7,RH Disney,Hardcover,2014
400,4.99,3,Laugh-Out-Loud Jokes for Kids,11768.00,4.6,Rob Elliott,Paperback,2014
401,11.69,4,The Fault in Our Stars,160029.00,4.6,John Green,Paperback,2014
402,7.1,5,Diary of a Wimpy Kid: The Long Haul,29816.00,4.6,Jeff Kinney,Hardcover,2014
403,18.99,6,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),19752.00,4.5,Bill O'Reilly,Hardcover,2014
404,15.86,7,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,22531.00,4.6,Randall Munroe,Hardcover,2014
405,11.48,8,The Blood of Olympus (The Heroes of Olympus),41910.00,4.8,Rick Riordan,Hardcover,2014
406,8.89,9,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",43017.00,4.9,Sarah Young,Hardcover,2014
407,12.49,10,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",75437.00,4.7,Laura Hillenbrand,Paperback,2014
408,5.9,11,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,4966.00,4.6,DK,Paperback,2014
409,9.4,12,The Day the Crayons Quit,22793.00,4.8,Drew Daywalt,Hardcover,2014
410,12.83,13,Divergent,17846.00,4.7,Veronica Roth,Paperback,2014
411,10.8,14,The Fault in Our Stars,160029.00,4.6,John Green,Hardcover,2014
412,7.49,15,"Oh, the Places You'll Go!  ",48083.00,4.9,Dr. Seuss,Hardcover,2014
413,20.59,16,To Kill a Mockingbird,130637.00,4.7,Harper Lee,Mass Market Paperback,2014
414,12.9,17,Gone Girl,161570.00,4.1,Gillian Flynn,Paperback,2014
415,7.83,18,The Book Thief,67292.00,4.6,Markus Zusak,Paperback,2014
416,1.87,19,The Official SAT Study Guide,1558.00,4.4,The College Board,Paperback,2014
417,15.67,20,Humans of New York,5583.00,4.8,Brandon Stanton,Hardcover,2014
418,18.5,21,The Goldfinch: A Novel (Pulitzer Prize for Fiction),124205.00,4.1,Donna Tartt,Hardcover,2014
419,93.49,22,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",13025.00,4.7,American Psychiatric Association,Paperback,2014
420,9.4,23,Wonder,83334.00,4.7,R. J. Palacio,Hardcover,2014
421,9.9,24,The Book with No Pictures,19067.00,4.8,B. J. Novak,Hardcover,2014
422,10.99,25,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),5471.00,4.9,Rush Limbaugh,Hardcover,2014
423,17,26,The 5 Love Languages: The Secret to Love That Lasts,4962.00,4.7,Gary Chapman,Paperback,2014
424,4.99,27,Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),5945.00,4.5,Rob Elliott,Paperback,2014
425,7.11,28,JOURNEY TO THE ICE P,1101.00,4.6,RH Disney,Paperback,2014
426,15.38,29,"Publication Manual of the American Psychological Association, 6th Edition",12971.00,4.5,American Psychological Association,Paperback,2014
427,7.83,30,Little Blue Truck,1961.00,4.9,Alice Schertle,Board book,2014
428,11.72,51,Allegiant,66897.00,4.1,Veronica Roth,Hardcover,2014
429,14.52,52,Yes Please,20540.00,4.2,Amy Poehler,Hardcover,2014
430,18.2,53,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",12416.00,4.6,Patrick Lencioni,Hardcover,2014
431,7.74,54,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),107993.00,4.7,Don Miguel Ruiz,Paperback,2014
432,18.86,55,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,9407.00,4.7,Stephen R. Covey,Paperback,2014
433,11,56,41: A Portrait of My Father,5029.00,4.6,George W. Bush,Hardcover,2014
434,52.99,57,Minecraft: The Complete Handbook Collection,1435.00,4.8,Stephanie Milton,Hardcover,2014
435,5.99,58,Frozen: A Tale of Two Sisters,2249.00,4.4,Melissa Lagonegro,Paperback,2014
436,11.36,59,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),10201.00,4.9,Rush Limbaugh,Hardcover,2014
437,12.86,60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,40383.00,4.7,Brené Brown,Paperback,2014
438,58.68,61,Divergent / Insurgent / Allegiant,4662.00,4.6,Veronica Roth,Hardcover,2014
439,9.43,62,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,24991.00,4.6,Todd Burpo,Paperback,2014
440,18.99,63,Flash Boys,17847.00,4.5,Michael Lewis,Hardcover,2014
441,11.3,64,Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,4887.00,4.9,Rush Limbaugh,Hardcover,2014
442,5,65,Dear Zoo: A Lift-the-Flap Book,28338.00,4.9,Rod Campbell,Board book,2014
443,3.97,66,The Going To Bed Book,17481.00,4.8,Sandra Boynton,Board book,2014
444,29.49,67,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,10488.00,4.7,George R. R. Martin,Hardcover,2014
445,57.97,68,The Real ACT Prep Guide,816.00,4.4,ACT,Paperback,2014
446,17.88,69,Gray Mountain: A Novel,86451.00,4,John Grisham,Hardcover,2014
447,17.81,70,What to Expect When You're Expecting,32927.00,4.8,Heidi Murkoff,Paperback,2014
448,11.69,71,The Jesus Storybook Bible: Every Story Whispers His Name,12656.00,4.9,Sally Lloyd-Jones,Hardcover,2014
449,14.94,72,"Lean In: Women, Work, and the Will to Lead",17085.00,4.5,Sheryl Sandberg,Hardcover,2014
450,15,73,The Invention of Wings,53631.00,4.5,Sue Monk Kidd,Hardcover,2014
451,5.79,74,Lord of the Flies,45652.00,4.5,William Golding,Mass Market Paperback,2014
452,6.27,75,Night (Night),20192.00,4.7,Elie Wiesel,Paperback,2014
453,8.93,76,The Catcher in the Rye,37784.00,4.4,J.D. Salinger,Mass Market Paperback,2014
454,14,77,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",289.00,4.6,Zhi Gang Sha,Hardcover,2014
455,7.93,78,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",26304.00,4.8,Valorie Schaefer,Paperback,2014
456,17.27,79,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",8690.00,4.7,Gina Homolka,Hardcover,2014
457,8.36,80,Fahrenheit 451,48445.00,4.6,Ray Bradbury,Paperback,2014
458,14.48,81,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",20089.00,4.9,Sherri Duskey Rinker,Hardcover,2014
459,7.68,82,Paper Towns,10316.00,4.4,John Green,Paperback,2014
460,7.5,83,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",6281.00,4.6,Tom Robinson,Paperback,2014
461,7.48,84,,72441.00,4.7,George Orwell,Mass Market Paperback,2014
462,9.49,85,The Outsiders,30584.00,4.8,S. E. Hinton,Paperback,2014
463,14.86,86,MONEY Master the Game: 7 Simple Steps to Financial Freedom,10710.00,4.6,Tony Robbins,Hardcover,2014
464,5.36,87,Goodnight Moon,24815.00,4.9,Margaret Wise Brown,Board book,2014
465,13.47,88,Quiet: The Power of Introverts in a World That Can't Stop Talking,20015.00,4.6,Susan Cain,Paperback,2014
466,23.3,89,Revival: A Novel,11359.00,4.3,Stephen King,Hardcover,2014
467,6.9,90,Giraffes Can't Dance,28447.00,4.8,Giles Andreae,Board book,2014
468,18.23,91,Minecraft: Redstone Handbook: An Official Mojang Book,842.00,4.7,Scholastic,Hardcover,2014
469,9.99,92,Of Mice and Men,25434.00,4.7,John Steinbeck,Mass Market Paperback,2014
470,25.75,93,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,32825.00,4.7,JJ Smith,Paperback,2014
471,20.97,94,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",9891.00,4.7,Kerry Patterson,Paperback,2014
472,3.99,95,A Day in the Sun (Disney Frozen) (Pictureback(R)),734.00,4.6,Frank Berrios,Paperback,2014
473,17.1,96,The Giver (Giver Quartet),26262.00,4.7,Lois Lowry,Mass Market Paperback,2014
474,4.59,97,Chicka Chicka Boom Boom (Board Book),33598.00,4.9,Bill Martin Jr.,Board book,2014
475,20,98,Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great,3350.00,4.7,Danielle Walker,Paperback,2014
476,18.68,99,Minecraft: Essential Handbook,867.00,4.7,Stephanie Milton,Hardcover,2014
477,16.5,100,Good to Great: Why Some Companies Make the Leap and Others Don't,5803.00,4.5,Jim Collins,Hardcover,2014
478,4.78,1,First 100 Words: A Padded Board Book,37035.00,4.7,Roger Priddy,Board book,2015
479,8.89,2,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,58661.00,4.5,Marie Kondō,Hardcover,2015
480,4.99,3,Laugh-Out-Loud Jokes for Kids,11768.00,4.6,Rob Elliott,Paperback,2015
481,12.15,4,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,15465.00,4.7,Johanna Basford,Paperback,2015
482,15.37,5,StrengthsFinder 2.0,8180.00,4.1,Gallup,Hardcover,2015
483,14.97,6,Go Set a Watchman: A Novel,52446.00,3.8,Harper Lee,Hardcover,2015
484,11.97,7,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",8300.00,4.7,Johanna Basford,Paperback,2015
485,15.15,8,All the Light We Cannot See,215273.00,4.5,Anthony Doerr,Hardcover,2015
486,11.11,9,The Girl on the Train,492085.00,4.1,Paula Hawkins,Hardcover,2015
487,6.91,10,Adult Coloring Book: Stress Relieving Patterns,4339.00,4.5,Blue Star Coloring,Paperback,2015
488,12.95,11,Diary of a Wimpy Kid #10: Old School,31184.00,4.7,Jeff Kinney,Hardcover,2015
489,20.59,12,To Kill a Mockingbird,130637.00,4.7,Harper Lee,Mass Market Paperback,2015
490,7.99,13,Adult Coloring Book: Stress Relieving Animal Designs,3984.00,4.6,Blue Star Coloring,Paperback,2015
491,8.49,14,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",3192.00,4.5,Coloring Books for Adults,Paperback,2015
492,15.69,15,Humans of New York : Stories,5378.00,4.9,Brandon Stanton,Hardcover,2015
493,10.41,16,The Martian,170736.00,4.6,Andy Weir,Paperback,2015
494,7.49,17,"Oh, the Places You'll Go!  ",48083.00,4.9,Dr. Seuss,Hardcover,2015
495,4.99,18,Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),5945.00,4.5,Rob Elliott,Paperback,2015
496,5,19,Dear Zoo: A Lift-the-Flap Book,28338.00,4.9,Rod Campbell,Board book,2015
497,9.4,20,The Day the Crayons Quit,22793.00,4.8,Drew Daywalt,Hardcover,2015
498,16.99,21,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,82126.00,4.6,Daniel James Brown,Paperback,2015
499,8.89,22,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",43017.00,4.9,Sarah Young,Hardcover,2015
500,11.66,23,Mindset: The New Psychology of Success,23656.00,4.6,Carol S. S. Dweck,Paperback,2015
501,12.76,24,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",117817.00,4.5,E L James,Paperback,2015
502,5.99,25,Creative Haven Creative Cats Coloring Book (Adult Coloring Books: Pets),5209.00,4.8,Marjorie Sarnat,Paperback,2015
503,10.3,26,How to Win Friends & Influence People (Dale Carnegie Books),111939.00,4.7,Dale Carnegie,Paperback,2015
504,8.39,27,The 5 Love Languages: The Secret to Love that Lasts,89716.00,4.8,Gary Chapman,Paperback,2015
505,11.95,28,Balance (Angie’s Extreme Stress Menders),2291.00,4.6,Angie Grace,Paperback,2015
506,5.38,29,Creative Haven Owls Coloring Book (Adult Coloring Books: Animals),5322.00,4.7,Marjorie Sarnat,Paperback,2015
507,22.99,30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),15069.00,4.6,Thug Kitchen,Hardcover,2015
508,6.34,51,Diary of a Minecraft Zombie Book 1: A Scare of A Dare (Minecraft Adventure),18657.00,4.7,Zack Zombie,Paperback,2015
509,6.84,52,The Great Gatsby: The Only Authorized Edition,15476.00,4.4,F. Scott Fitzgerald,Paperback,2015
510,14.95,53,Lost Ocean: An Inky Adventure and Coloring Book for Adults,8255.00,4.7,Johanna Basford,Paperback,2015
511,18.2,54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",12416.00,4.6,Patrick Lencioni,Hardcover,2015
512,1.87,55,The Official SAT Study Guide,1558.00,4.4,The College Board,Paperback,2015
513,9.89,56,10-Day Green Smoothie Cleanse,37685.00,4.7,JJ Smith,Paperback,2015
514,12.86,57,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,40383.00,4.7,Brené Brown,Paperback,2015
515,4.59,58,Chicka Chicka Boom Boom (Board Book),37125.00,4.9,Bill Martin Jr.,Board book,2015
516,12.72,59,The Day the Crayons Came Home,5815.00,4.8,Drew Daywalt,Hardcover,2015
517,15.86,60,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,22531.00,4.6,Randall Munroe,Hardcover,2015
518,7.68,61,Paper Towns,35559.00,4.2,John Green,Paperback,2015
519,12.49,62,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",75437.00,4.7,Laura Hillenbrand,Paperback,2015
520,8.88,63,Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),3547.00,4.2,Laurence J. Kotlikoff,Hardcover,2015
521,11.46,64,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer",22912.00,4.6,Rick Riordan,Hardcover,2015
522,9.92,65,Dragons Love Tacos,18118.00,4.8,Adam Rubin,Hardcover,2015
523,8.36,66,Fahrenheit 451,48445.00,4.6,Ray Bradbury,Paperback,2015
524,7.93,67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",26304.00,4.8,Valorie Schaefer,Paperback,2015
525,8.99,68,Potty (Leslie Patricelli board books),13746.00,4.7,Leslie Patricelli,Board book,2015
526,17.69,69,Thing Explainer: Complicated Stuff in Simple Words,4408.00,4.5,Randall Munroe,Hardcover,2015
527,21.05,70,Dead Wake: The Last Crossing of the Lusitania,31190.00,4.4,Erik Larson,Hardcover,2015
528,3.97,71,The Going To Bed Book,17481.00,4.8,Sandra Boynton,Board book,2015
529,10.68,72,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook",3851.00,4.4,Ali Maffucci,Paperback,2015
530,3.99,73,Mystical Mandala Coloring Book (Dover Mandala Coloring Books),2993.00,4.5,Alberta Hutchinson,Paperback,2015
531,93.49,74,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",13025.00,4.7,American Psychiatric Association,Paperback,2015
532,5.9,75,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,4966.00,4.6,DK,Paperback,2015
533,12,76,The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,8937.00,4,Phil McGraw,Hardcover,2015
534,6.27,77,Night (Night),20192.00,4.7,Elie Wiesel,Paperback,2015
535,17.81,78,What to Expect When You're Expecting,32927.00,4.8,Heidi Murkoff,Paperback,2015
536,11.69,79,The Jesus Storybook Bible: Every Story Whispers His Name,12656.00,4.9,Sally Lloyd-Jones,Hardcover,2015
537,14.63,80,The Road to Character,6038.00,4.3,David Brooks,Hardcover,2015
538,4.98,81,Where Is Baby's Belly Button? A Lift-the-Flap Book,12738.00,4.8,Karen Katz,Board book,2015
539,13.29,82,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750.00,4.7,Paulo Coelho,Paperback,2015
540,13.95,83,Guess How Much I Love You,5890.00,4.8,Sam McBratney,Board book,2015
541,9.99,84,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",1797.00,4.7,Valentina Harper,Paperback,2015
542,9.99,85,Little Blue Truck,1958.00,4.9,Alice Schertle,Board book,2015
543,9.49,86,The Outsiders,30584.00,4.8,S. E. Hinton,Paperback,2015
544,11.29,87,"Thinking, Fast and Slow",29732.00,4.6,Daniel Kahneman,Paperback,2015
545,7.5,88,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",6281.00,4.6,Tom Robinson,Paperback,2015
546,7.48,89,George Orwell,72441.00,4.7,George Orwell,Mass Market Paperback,2015
547,20.97,90,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",9891.00,4.7,Kerry Patterson,Paperback,2015
548,14.98,91,Emotional Intelligence 2.0,10429.00,4.5,Travis Bradberry,Hardcover,2015
549,10.4,92,For the Love: Fighting for Grace in a World of Impossible Standards,1862.00,4.6,Jen Hatmaker,Hardcover,2015
550,13.48,93,"Press Here (Interactive Book for Toddlers and Kids, Interactive Baby Book) (Press Here by Herve Tullet)",13598.00,4.8,Herve Tullet,Hardcover,2015
551,8.22,94,Little Blue Truck board book,8204.00,4.9,Alice Schertle,Board book,2015
552,4.55,95,"Brown Bear, Brown Bear, What Do You See?",47193.00,4.9,Bill Martin Jr.,Board book,2015
553,6.78,96,A Long Walk to Water: Based on a True Story,16131.00,4.7,Linda Sue Park,Paperback,2015
554,25.64,97,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,33321.00,4.7,George R. R. Martin,Mass Market Paperback,2015
555,13.32,98,Rogue Lawyer: A Novel,17686.00,4.2,John Grisham,Hardcover,2015
556,4.72,99,Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults),1060.00,4.5,Lilt Kids Coloring Books,Paperback,2015
557,5.99,100,Lord of the Flies,31815.00,4.6,William Golding,Mass Market Paperback,2015
558,13.51,1,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",101777.00,4.3,J.K. Rowling,Hardcover,2016
559,15.37,2,StrengthsFinder 2.0,8180.00,4.1,Gallup,Hardcover,2016
560,4.78,3,First 100 Words: A Padded Board Book,37035.00,4.7,Roger Priddy,Board book,2016
561,8.89,4,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,58661.00,4.5,Marie Kondō,Hardcover,2016
562,7.49,5,"Oh, the Places You'll Go!  ",48083.00,4.9,Dr. Seuss,Hardcover,2016
563,8.66,6,Diary of a Wimpy Kid #11: Double Down,28313.00,4.7,Jeff Kinney,Hardcover,2016
564,17.34,7,When Breath Becomes Air,99728.00,4.7,Paul Kalanithi,Hardcover,2016
565,5.94,8,Giraffes Can't Dance (Board Book),28903.00,4.8,Giles Andreae,Board book,2016
566,8.39,9,The 5 Love Languages: The Secret to Love that Lasts,89716.00,4.8,Gary Chapman,Paperback,2016
567,16.26,10,The Whole30: The 30-Day Guide to Total Health and Food Freedom,16486.00,4.6,Melissa Hartwig Urban,Hardcover,2016
568,10.93,11,A Man Called Ove: A Novel,186212.00,4.6,Fredrik Backman,Paperback,2016
569,18.34,12,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),21299.00,4.6,Bill O'Reilly,Hardcover,2016
570,10.3,13,How to Win Friends & Influence People (Dale Carnegie Books),111939.00,4.7,Dale Carnegie,Paperback,2016
571,10.42,14,The Magnolia Story,21906.00,4.7,Chip Gaines,Hardcover,2016
572,4.99,15,Laugh-Out-Loud Jokes for Kids,11768.00,4.6,Rob Elliott,Paperback,2016
573,20.59,16,To Kill a Mockingbird,130637.00,4.7,Harper Lee,Mass Market Paperback,2016
574,13.2,17,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,95589.00,4.3,J. D. Vance,Hardcover,2016
575,13.39,18,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),15139.00,4.6,J.K. Rowling,Hardcover,2016
576,26.13,19,Hamilton: The Revolution,14249.00,4.9,Lin-Manuel Miranda,Hardcover,2016
577,10.33,20,The Girl on the Train,492085.00,4.1,Paula Hawkins,Paperback,2016
578,11.66,21,Mindset: The New Psychology of Success,23656.00,4.6,Carol S. S. Dweck,Paperback,2016
579,2.95,22,"The Official SAT Study Guide, 2016 Edition",1119.00,4.4,The College Board,Paperback,2016
580,8.99,23,,3156.00,4.5,,Paperback,2016
581,7.74,24,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),107993.00,4.7,Don Miguel Ruiz,Paperback,2016
582,7.83,25,Milk and Honey,60345.00,4.7,Rupi Kaur,Paperback,2016
583,3.97,26,The Going To Bed Book,17481.00,4.8,Sandra Boynton,Board book,2016
584,16.99,27,Born to Run,12964.00,4.6,Bruce Springsteen,Hardcover,2016
585,12.64,28,Alexander Hamilton,31810.00,4.7,Ron Chernow,Paperback,2016
586,6.56,29,The Very Hungry Caterpillar,59851.00,4.9,Eric Carle,Board book,2016
587,18.86,30,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,9407.00,4.7,Stephen R. Covey,Paperback,2016
588,8.36,51,Fahrenheit 451,48445.00,4.6,Ray Bradbury,Paperback,2016
589,4.98,52,Love You Forever,59737.00,4.9,Robert Munsch,Paperback,2016
590,6.84,53,The Great Gatsby: The Only Authorized Edition,15476.00,4.4,F. Scott Fitzgerald,Paperback,2016
591,18.2,54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",12416.00,4.6,Patrick Lencioni,Hardcover,2016
592,15.15,55,All the Light We Cannot See,215273.00,4.5,Anthony Doerr,Hardcover,2016
593,4.94,56,"Brown Bear, Brown Bear, What Do You See?",58448.00,4.9,Bill Martin Jr.,Board book,2016
594,11.15,57,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",140829.00,4.6,Paulo Coelho,Paperback,2016
595,10.59,58,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",10821.00,4.9,Priscilla Shirer,Paperback,2016
596,15.68,59,The Whistler,104074.00,4.3,John Grisham,Hardcover,2016
597,4.19,60,If Animals Kissed Good Night,73106.00,4.8,Ann Whitford Paul,Board book,2016
598,18.63,61,Cooking for Jeffrey: A Barefoot Contessa Cookbook,2611.00,4.7,Ina Garten,Hardcover,2016
599,11.2,62,"The Trials of Apollo, Book 1: The Hidden Oracle",22437.00,4.7,Rick Riordan,Hardcover,2016
600,4.99,63,Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),5945.00,4.5,Rob Elliott,Paperback,2016
601,4.02,64,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),13773.00,4.8,Golden Books,Hardcover,2016
602,12.86,65,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,40383.00,4.7,Brené Brown,Paperback,2016
603,14.64,66,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",13622.00,4.1,Gary J. Byrne,Hardcover,2016
604,5.68,67,First 100 Animals,9980.00,4.8,Roger Priddy,Board book,2016
605,8.49,68,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",3192.00,4.5,Coloring Books for Adults,Paperback,2016
606,5.36,69,Goodnight Moon,27630.00,4.9,Margaret Wise Brown,Board book,2016
607,8.99,70,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",29032.00,4.7,Brené Brown,Paperback,2016
608,8.54,71,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),36839.00,4.3,Ransom Riggs,Paperback,2016
609,15.69,72,Grit: The Power of Passion and Perseverance,18380.00,4.6,Angela Duckworth,Hardcover,2016
610,14.98,73,Emotional Intelligence 2.0,12663.00,4.5,Travis Bradberry,Hardcover,2016
611,14.65,74,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,66709.00,4.4,Colson Whitehead,Hardcover,2016
612,5.74,75,The Outsiders,36170.00,4.8,S. E. Hinton,Paperback,2016
613,27.99,76,The Food Lab: Better Home Cooking Through Science,9978.00,4.9,J. Kenji López-Alt,Hardcover,2016
614,7.31,77,Me Before You: A Novel (Movie Tie-In),1232.00,4.6,Jojo Moyes,Paperback,2016
615,4.59,78,Chicka Chicka Boom Boom (Board Book),37125.00,4.9,Bill Martin Jr.,Board book,2016
616,7.93,79,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",26304.00,4.8,Valorie Schaefer,Paperback,2016
617,8.99,80,Potty (Leslie Patricelli board books),13746.00,4.7,Leslie Patricelli,Board book,2016
618,20.06,81,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",7920.00,4.7,Timothy Ferriss,Hardcover,2016
619,5.59,82,"First 100 Padded: Numbers, Colors, Shapes",7034.00,4.8,Roger Priddy,Hardcover,2016
620,8.08,83,Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,7275.00,4.7,Thaneeya McArdle,Paperback,2016
621,8.97,84,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,12578.00,4.4,Laurel Randolph,Paperback,2016
622,9.99,85,Quieting Your Heart: 6-Month Bible-Study Journal,1577.00,4.5,Darlene Schacht,Paperback,2016
623,9.9,86,The Book with No Pictures,16882.00,4.8,B. J. Novak,Hardcover,2016
